type,rd_percentage,pause,bandwidth_bytes_per_second,latency_core_ptr_chase,latency_mem_ptr_chase,latency_mem_ptr_chase_ram,bandwidth_ram
DDR4-1.3333333,0,0,107345434482.75862,221.7507131885012,213.8095238095238,150.33389400834736,107409824502.0
DDR4-1.3333333,0,5,103691648575.71216,180.56901181525242,175.23809523809524,132.14083305352082,103739458002.0
DDR4-1.3333333,0,10,102612754422.7886,159.08914728682169,146.19047619047618,120.0947400023685,102667456188.0
DDR4-1.3333333,0,15,97651238380.8096,124.1138528138528,106.19047619047619,97.62987469074686,97690448898.0
DDR4-1.3333333,0,20,90294366416.79161,111.00049776007964,90.47619047619047,86.97436567435913,90321091554.0
DDR4-1.3333333,0,25,89623642578.71065,110.64404623638073,90.95238095238095,88.22239495555988,89657087424.0
DDR4-1.3333333,0,30,88159414692.65369,108.07240038872692,85.71428571428571,83.35514233387855,88191198516.0
DDR4-1.3333333,0,35,85486665600.0,105.52781732848177,81.9047619047619,80.41212501030313,85468660626.0
DDR4-1.3333333,0,40,79024177511.24437,98.36724905789654,75.71428571428571,75.13919137847978,79045922412.0
DDR4-1.3333333,0,45,76854232083.95802,96.13107214716872,70.47619047619047,70.10542675263567,76862005968.0
DDR4-1.3333333,0,50,74994797001.49925,95.54826126254697,73.33333333333333,72.96179732404492,74991747822.0
DDR4-1.3333333,0,55,73363929235.38231,93.61266424377969,69.52380952380952,68.91604972290123,73372658208.0
DDR4-1.3333333,0,60,71522293253.37332,92.29504504504504,70.47619047619047,69.83507499587688,71529411768.0
DDR4-1.3333333,0,65,67825520839.58021,90.18110555480469,67.14285714285714,66.70948366773709,67847353638.0
DDR4-1.3333333,0,70,64925274962.518745,87.69021454735741,63.80952380952381,63.138033828450844,64937346450.0
DDR4-1.3333333,0,80,60613325337.33133,84.89086069210293,62.38095238095238,61.59148353978709,60629181210.0
DDR4-1.3333333,0,90,56490650674.662674,82.42344889763135,60.476190476190474,59.84593349614834,56488327266.0
DDR4-1.3333333,0,100,50430963718.14093,79.15563202024995,55.714285714285715,55.34263338356583,50432464440.0
DDR4-1.3333333,0,120,45589272563.71814,77.66740105132962,53.80952380952381,53.037173075929324,45587290386.0
DDR4-1.3333333,0,140,41542294452.77362,76.33135712385513,52.38095238095238,51.716005292900135,41544807432.0
DDR4-1.3333333,0,160,38230251274.36282,75.82630385487528,52.38095238095238,51.601721790043044,38235268920.0
DDR4-1.3333333,0,180,35246517541.22938,75.41928815725186,51.42857142857142,50.92404352310109,35251886664.0
DDR4-1.3333333,0,200,32580749625.18741,75.25917991505995,51.904761904761905,51.49145153728628,32587806936.0
DDR4-1.3333333,0,220,30207827286.356823,74.65454815806103,50.95238095238095,50.25745400643634,30215614884.0
DDR4-1.3333333,0,260,26786840179.910046,74.54202446005725,49.047619047619044,48.6197719654943,26794804278.0
DDR4-1.3333333,0,300,24059010494.752625,74.58068473290956,49.52380952380952,48.94408322360208,24065412672.0
DDR4-1.3333333,0,340,21887654572.713642,74.10152321798284,49.047619047619044,48.48792046219801,21893994180.0
DDR4-1.3333333,0,380,20146365217.391304,74.03660159716061,50.0,49.205298480132456,20152747152.0
DDR4-1.3333333,0,450,17541315742.128933,74.00232919254657,49.52380952380952,48.97890572447264,17543497158.0
DDR4-1.3333333,0,550,15005850674.66267,73.59146902004045,50.0,49.17218897930472,15010041198.0
DDR4-1.3333333,0,600,14118380809.595203,73.44232316582547,50.95238095238095,50.39560325989008,14120670756.0
DDR4-1.3333333,0,700,12485095052.473763,73.32587228439763,49.047619047619044,48.30352545758813,12487873710.0
DDR4-1.3333333,0,800,10960417391.304348,73.33070002194425,49.52380952380952,49.063552976588824,10962720318.0
DDR4-1.3333333,0,900,10056626086.956522,73.05795045290843,50.476190476190474,49.82769049569226,10055207688.0
DDR4-1.3333333,0,1000,9227859670.164917,73.0101495143512,50.476190476190474,49.70035474250887,9226311216.0
DDR4-1.3333333,0,2000,5267593403.298351,72.5869518019974,48.095238095238095,47.56747393918685,5264057046.0
DDR4-1.3333333,0,10000,1915787706.1469266,67.75601583917148,44.76190476190476,44.24445935611148,1910574126.0
DDR4-1.3333333,10,0,103023409895.05247,195.6581146744412,180.95238095238093,131.92082204802057,102971841810.0
DDR4-1.3333333,10,5,100120275862.06897,169.1951793062904,151.42857142857142,116.5643241641081,100111423278.0
DDR4-1.3333333,10,10,94872295052.47377,152.24361300075586,135.71428571428572,110.16213950405348,94881634812.0
DDR4-1.3333333,10,15,88008894752.62369,122.5857628765792,101.42857142857143,95.0871038771776,87988409160.0
DDR4-1.3333333,10,20,77975373913.04347,110.79099607322604,88.57142857142857,85.14732662868316,77943683622.0
DDR4-1.3333333,10,25,77918618290.85458,109.78297125301734,88.57142857142857,85.79890789497269,77892079170.0
DDR4-1.3333333,10,30,74040698050.97452,106.92899659863944,85.71428571428571,84.18140685453517,74026180188.0
DDR4-1.3333333,10,35,70354067766.11696,103.66192537621109,83.80952380952381,82.47487556187188,70313078754.0
DDR4-1.3333333,10,40,67113556821.58921,98.46689179268829,78.57142857142857,77.90580344764508,67083365880.0
DDR4-1.3333333,10,45,61588716041.97901,94.54511526832955,71.42857142857143,70.83443802086094,61543144398.0
