type,rd_percentage,pause,bandwidth_bytes_per_second,latency_core_ptr_chase,latency_mem_ptr_chase,latency_mem_ptr_chase_ram,bandwidth_ram
DDR4-1.3333333,0,0,86660663268.36583,72.52250687509046,236.19047619047618,178.76924396923107,1.09997E+11
DDR4-1.3333333,0,5,86089009895.05249,65.10601178270352,206.66666666666666,160.02503350062582,1.09284E+11
DDR4-1.3333333,0,10,85352597301.34932,57.96147054566507,184.76190476190476,144.13619910340498,1.08363E+11
DDR4-1.3333333,0,15,65882597901.04948,36.396958783513405,93.80952380952381,73.84870459621762,83595450276
DDR4-1.3333333,0,20,59626516341.82909,33.873405083426405,82.85714285714285,65.06460312661508,75728919540
DDR4-1.3333333,0,25,61404948725.637184,34.28615980397197,84.76190476190476,66.50782516269562,77944771614
DDR4-1.3333333,0,30,58866192503.74812,33.68372398464336,82.38095238095238,64.61907311547682,74761211400
DDR4-1.3333333,0,35,58195535832.08396,33.71150737522731,80.95238095238095,63.43793333594834,73834954524
DDR4-1.3333333,0,40,56928307046.47677,33.21068524970964,80.95238095238095,63.451172336279306,72219890058
DDR4-1.3333333,0,45,56421737931.034485,32.95638352193178,78.09523809523809,61.528314788207865,71567416290
DDR4-1.3333333,0,50,55664369415.292366,32.73,76.66666666666666,60.11406750285169,70620689658
DDR4-1.3333333,0,55,54849170614.69265,32.50508986410794,76.66666666666666,60.12,69646328838
DDR4-1.3333333,0,60,53144822788.61,32.47,76.66666666666666,60.335319758382994,67416147924
DDR4-1.3333333,0,65,52669620389.80511,31.69392501186521,73.80952380952381,58.135031953375794,66799496250
DDR4-1.3333333,0,70,51766903748.12594,31.62405101251637,73.80952380952381,58.03670320091757,65660353824
DDR4-1.3333333,0,80,49824988305.84708,31.34207522089295,71.90,56.440223911005596,63264367818
DDR4-1.3333333,0,90,47893483658.17091,30.256961451247165,70.47619047619047,55.53491388837284,60755798100
DDR4-1.3333333,0,100,46137417691.15443,30.272622826908542,68.57142857142857,53.749772843744324,58531246374
DDR4-1.3333333,0,120,42623270764.61769,29.352172765657986,66.66666666666666,52.43470331086758,54118476762
DDR4-1.3333333,0,140,39380811994.00,29.403946459793417,64.76190476190476,50.976501524412534,49964649678
DDR4-1.3333333,0,160,36569024287.85607,29.02,65.23809523809524,51.22173128054328,46391140434
DDR4-1.3333333,0,180,33995744527.73613,28.68,64.28571428571428,50.41290951032274,43143612192
DDR4-1.3333333,0,200,31720549325.337334,28.658188327962762,63.80952380952381,50.24547425613686,40245093456
DDR4-1.3333333,0,220,29802746626.68666,28.417337707525597,62.857142857142854,49.240090231002256,37816355826
DDR4-1.3333333,0,260,26763734932.533733,28.33131090273947,62.857142857142854,49.37960748449018,33964457772
DDR4-1.3333333,0,300,24283144827.586205,28.42020649595955,62.38095238095238,48.85811147145279,30825419292
DDR4-1.3333333,0,340,22302474362.818592,28.121816495193116,62.38095238095238,48.934765223369126,28291262370
DDR4-1.3333333,0,380,20599671364.31784,28.495915521020123,61.904761904761905,48.511657212791434,26135796102
DDR4-1.3333333,0,450,18312520539.730133,28.42401261130757,61.42857142857142,48.12046845301171,23230624686
DDR4-1.3333333,0,550,15903328335.832087,28.202898550724637,61.904761904761905,48.677395966934895,20169371316
DDR4-1.3333333,0,600,14967162818.590706,28.236500409292347,61.42857142857142,48.24073545601838,18982124940
DDR4-1.3333333,0,700,13396946326.836582,27.981002668007655,61.904761904761905,48.46957546173938,16979158422
DDR4-1.3333333,0,800,12225295352.32384,27.891686182669787,60.476190476190474,47.59211518980288,15489471264
DDR4-1.3333333,0,900,11176894752.623688,28.22567287784679,60.476190476190474,47.48903143722578,14170194900
DDR4-1.3333333,0,1000,10433967016.491755,27.799986116895735,60.00,47.297839182445976,13236261870
DDR4-1.3333333,0,2000,6669558020.989506,27.965581304390337,59.52380952380952,46.70440841761021,8436613692
